time,t2m_mean,runoff,e_load,energy
2018-09-26,281.28442,2092725.6640717387,20789.25,0.4064595173626526
2018-09-27,284.1631,2073095.2465459704,20931.208333333332,0.3952208210514247
2018-09-28,285.84277,2192175.131045282,20647.666666666668,0.42852362459288057
2018-09-29,284.01013,2870301.5293478966,16466.25,0.2677556070162528
2018-09-30,282.93756,3293298.113927245,13870.041666666666,0.17972581847172395
2019-04-01,278.9773,2996679.897107184,18948.333333333332,0.3098573898761077
2019-04-02,278.57828,3912492.89765954,20347.208333333332,0.27119520802253605
2019-04-03,276.27188,4618143.484398723,21059.166666666668,0.3594516369434479
2019-04-04,274.26923,11679400.47582984,21144.208333333332,0.31219045257416805
2019-04-05,275.12772,6523795.450538397,20083.458333333332,0.28638011324019746
2019-04-06,276.27087,4756259.740680456,15913.708333333334,0.19552398588430409
2019-04-07,275.8326,4524718.510597944,13823.083333333334,0.19031125722749495
2019-04-08,276.35147,3726872.8524297476,19014.625,0.3865418278146402
2019-04-09,277.14966,5603594.169914722,20143.875,0.3841554379691956
2019-04-10,277.46606,6094069.383308291,20354.916666666668,0.4463748871797538
2019-04-11,277.176,6639130.570024252,20833.791666666668,0.40540630620181395
2019-04-12,276.99442,5185736.184507608,19692.958333333332,0.3155767264330671
2019-04-13,275.464,4768344.328373671,15787.291666666666,0.25685020537617637
2019-04-14,274.11343,2935671.3992655277,13562.208333333334,0.22752027431484614
2019-04-15,276.57773,2445743.6600849032,18833.416666666668,0.24303847420365904
2019-04-16,277.3869,3389396.500557661,19897.541666666668,0.2990186471702616
2019-04-17,278.8213,3792766.8073028326,19771.25,0.31842972881812376
2019-04-18,279.09592,5709007.276594639,19694.958333333332,0.2527573468144362
2019-04-19,279.70892,6643374.995812774,18486.791666666668,0.2689687996192442
2019-04-20,280.51035,6209606.105774641,13205.208333333334,0.25293066004343495
2019-04-21,281.1262,7087157.799810171,10281.5,0.1985636332852056
2019-04-22,280.24783,7225264.534801245,10529.958333333334,0.2375724415967748
2019-04-23,278.72974,20778327.509999275,16992.458333333332,0.40268662168521785
2019-04-24,279.5047,27173033.301770687,17532.125,0.3612514281676659
2019-04-25,279.96246,14076171.791374683,13132.541666666666,0.3712369365153642
2019-04-26,278.2832,27117692.24870205,15222.166666666666,0.42412413493368106
2019-04-27,278.10574,5674699.168562889,13449.458333333334,0.4534673977818573
2019-04-28,275.48746,7610717.014431953,12140.708333333334,0.35966494553298484
2019-04-29,275.8041,5293514.710962772,17799.666666666668,0.5269255433036435
2019-04-30,278.21786,5542549.035802484,17889.416666666668,0.5229793343972099
2019-05-01,279.95627,6002409.5740020275,11709.5,0.4071261067049556
2019-05-02,279.75903,9550804.17713523,17916.291666666668,0.4745049574249387
2019-05-03,278.49106,10671799.54251647,19110.416666666668,0.4404689056069496
2019-05-04,277.83533,9307217.27246046,15310.25,0.3660242078585551
2019-05-05,272.81403,6240379.331156611,13111.291666666666,0.3292684715239699
2019-05-06,274.50372,4076006.161853671,18258.625,0.3646243702397189
2019-05-07,276.2818,4675741.911292076,19629.708333333332,0.3885682594152412
2019-05-08,276.74417,8476826.600909233,20428.125,0.41703162433157753
2019-05-09,278.50165,7112181.407541037,19813.875,0.35885170653537524
2019-05-10,280.68466,7463709.942519665,19325.625,0.3580784628983038
2019-05-11,279.59854,17343456.497311592,15169.0,0.27599465128711737
2019-05-12,277.17084,5496281.772732735,12801.75,0.31846972417866193
2019-05-13,278.66693,4712615.386202931,18673.291666666668,0.47570481824108407
2019-05-14,277.67737,4691490.540012717,19350.666666666668,0.3476663373715316
2019-05-15,276.9022,4713053.365573287,19709.375,0.4535340567160876
2019-05-16,278.81985,7175335.714519024,19462.25,0.3228692138378615
2019-05-17,279.30145,8235753.316968679,19445.125,0.2842870227053662
2019-05-18,279.0546,12175680.778741837,15376.666666666666,0.23906560172353342
2019-05-19,279.59717,13953466.364979744,12820.416666666666,0.3044180208429156
2019-05-20,279.53598,14680033.5714221,18633.541666666668,0.3340812465753973
2019-05-21,281.58102,10290333.585888147,19758.416666666668,0.4221110351199261
2019-05-22,282.4724,9442913.879007101,19597.416666666668,0.3631712054734984
2019-05-23,283.60956,7920345.247000456,19353.041666666668,0.39066134995007246
2019-05-24,284.0804,10053735.308557749,19293.625,0.4160317403181231
2019-05-25,282.8655,15681807.474851608,15106.166666666666,0.37963596222838153
2019-05-26,283.1839,13506697.601437569,12521.083333333334,0.44368186623684985
2019-05-27,281.81448,17850211.047887802,18824.541666666668,0.6226211092846563
2019-05-28,281.11087,21534253.409206867,20007.875,0.49912876772961007
2019-05-29,280.02908,10857549.988031387,19923.416666666668,0.565107780830757
2019-05-30,282.14807,9302859.833091497,19727.625,0.5848654889366167
2019-05-31,284.1951,9513934.427946806,19056.458333333332,0.6380326548787008
2019-06-01,286.47504,10872819.65443492,14489.5,0.42336422308345567
2019-06-02,287.5527,12925488.213777542,12393.333333333334,0.4130987472119901
2019-06-03,288.0034,13294984.666138887,18669.25,0.5627080591984663
2019-06-04,287.84943,15637155.105471611,20623.25,0.6922397001947774
2019-06-05,287.47073,14741512.959182262,20916.625,0.7458334833159354
2019-06-06,285.51306,14978472.21761942,20775.041666666668,0.776616579143486
2019-06-07,285.98135,11623989.875942469,20366.041666666668,0.706344730677908
2019-06-08,287.34512,10402983.70140791,16167.041666666666,0.49860882804261375
2019-06-09,286.75266,11637843.767821789,13890.125,0.52795209089079
2019-06-10,287.2093,33458454.547286034,20247.416666666668,0.7226228424169463
2019-06-11,286.9127,28614064.912319183,21907.083333333332,0.7499130100908294
2019-06-12,287.2688,35444228.174328804,22204.666666666668,0.7618716228917446
2019-06-13,287.24976,7980470.955610275,21509.125,0.7543658268974133
2019-06-14,289.06534,10225044.853925705,20385.125,0.8028135402959924
2019-06-15,289.0267,11374825.150817633,17084.25,0.6058497214323139
2019-06-16,287.97418,8329302.895486355,14612.708333333334,0.5762398228472164
2019-06-17,288.8592,8219130.799353123,21127.375,0.8216913504700122
2019-06-18,289.2346,9925677.260935307,23210.208333333332,0.9153071577030398
2019-06-19,289.14795,8485490.147471428,23470.875,0.8895768090901456
2019-06-20,287.99588,9823203.335285187,23332.208333333332,0.7902949924475428
2019-06-21,287.56396,13767944.430440664,23170.708333333332,0.7272889678130671
2019-06-22,286.00583,15364909.11591053,17872.125,0.5611749037111695
2019-06-23,288.3134,6584132.283419371,14956.708333333334,0.4888766236449905
2019-06-24,291.41962,5903918.031662703,21453.291666666668,0.7222628841721027
2019-06-25,293.45132,5966548.667654395,23850.75,0.7963876190361918
2019-06-26,294.90976,5939241.19207263,25086.875,0.911747570615142
2019-06-27,296.2157,5766211.604848504,25674.875,0.8386893786987376
2019-06-28,295.33508,5887669.742166996,25787.166666666668,0.9866322173294565
2019-06-29,293.1526,5556632.680565119,20538.166666666668,0.6627764512649866
2019-06-30,293.61224,6101743.129611015,17808.791666666668,0.6284870954969224
2019-07-01,291.98196,6940317.143499851,23920.375,0.9740470105467766
2019-07-02,291.26712,7194427.972137928,25212.708333333332,0.9761401010816079
2019-07-03,289.61786,9096395.19879222,25016.625,0.7616316507285156
2019-07-04,289.32254,7318448.992520571,24159.375,0.9250660256743551
2019-07-05,291.50946,5062525.301769376,24625.375,0.7695240685413826
2019-07-06,291.01553,6025887.420892715,20158.5,0.6181816242649186
2019-07-07,289.97043,7211774.935781956,17056.333333333332,0.57030717770072
2019-07-08,289.3105,8739377.432763577,23288.5,0.8169585661396611
2019-07-09,288.66293,9159854.187071323,23903.75,0.8262374897845184
2019-07-10,288.6593,6522114.321783185,22996.375,0.723436081414556
2019-07-11,287.21368,6819480.373889208,22482.166666666668,0.7497396968618307
2019-07-12,287.5083,7148929.449796677,22303.25,0.6949060575639893
2019-07-13,287.44647,4761131.329745054,17725.916666666668,0.4858103126703969
2019-07-14,286.8508,7456545.792251825,14506.166666666666,0.3569052656558506
2019-07-15,284.75443,16453917.912304401,20065.333333333332,0.6442186039752722
2019-07-16,287.8321,3628201.2335062027,21195.333333333332,0.521432847123067
2019-07-17,288.49405,6466848.611101508,22067.625,0.598663888322288
2019-07-18,287.77838,6420814.8266375065,22484.5,0.5952109555291586
2019-07-19,288.92987,5114457.318812609,22769.208333333332,0.7697507089177655
2019-07-20,290.12552,4418786.700561643,18280.375,0.39060802280268825
2019-07-21,291.05927,6367479.040175676,16332.75,0.3243223786040819
2019-07-22,292.22003,3528817.1736598015,23324.708333333332,0.7038383547508489
2019-07-23,292.99896,3543736.6221547127,25067.041666666668,0.7271156545840682
2019-07-24,293.7807,4132829.63848114,25685.333333333332,0.7800695119366153
2019-07-25,293.19543,5880081.273511052,26255.166666666668,0.7584053583117693
2019-07-26,291.75226,6047501.992598176,25651.0,0.7646313027688788
2019-07-27,288.05173,9725039.65651989,19090.166666666668,0.5090742807167702
2019-07-28,287.2202,10131434.007972479,14814.291666666666,0.3953541389198853
2019-07-29,290.16537,5394803.856879473,21288.75,0.641445592311292
2019-07-30,291.01074,7348864.134579897,22824.291666666668,0.6235676661507266
2019-07-31,289.77304,6415666.706174612,23061.791666666668,0.7974808255575687
2019-08-01,290.16586,5220733.137220144,23060.416666666668,0.5744800269835366
2019-08-02,287.59167,13562918.752938509,21658.166666666668,0.5907981340831131
2019-08-03,288.14844,3236701.2854143977,15923.208333333334,0.2865267628955041
2019-08-04,288.92804,3678377.607345581,14081.458333333334,0.3053779094958318
2019-08-05,290.354,5154186.766952276,18148.875,0.5875851734532128
2019-08-06,289.31805,6607980.632707477,18951.0,0.5950109787264678
2019-08-07,287.50864,14073456.153690815,18293.583333333332,0.5843722128233125
2019-08-08,289.7719,3536865.1480823755,17776.25,0.573680119772773
2019-08-09,291.51837,3260027.2056236863,17493.958333333332,0.6836940248264535
2019-08-10,291.96988,5018073.707431555,15484.958333333334,0.5319382951577617
2019-08-11,291.87524,6890106.410220265,14272.416666666666,0.5458033534776633
2019-08-12,289.41815,19407109.31432247,16070.541666666666,0.6512044602826073
2019-08-13,287.08853,7192713.311880827,15084.25,0.538310889270178
2019-08-14,286.5544,3632875.7732510567,13531.958333333334,0.5313650283233812
2019-08-15,286.57877,7035496.932566166,11585.666666666666,0.4027399488326021
2019-08-16,286.98624,2971474.556915462,12924.5,0.4430819358287772
2019-08-17,288.24725,3009226.4743819833,12637.541666666666,0.39295441728759467
2019-08-18,289.98038,3042761.7019936442,12191.166666666666,0.41007243159793466
2019-08-19,289.19894,7449331.1377465725,15547.416666666666,0.5585218781288037
2019-08-20,288.70627,15307085.903763771,16954.416666666668,0.5364977662591139
2019-08-21,288.52792,13938179.311871529,17259.583333333332,0.5762264910603704
2019-08-22,288.3853,8908022.672623396,16911.75,0.5633213213933851
