,time,ID,SWE_output
570,2018-09-23,1,0.007073076
571,2018-09-24,1,0.012661708
572,2018-09-25,1,0.0029119416
573,2018-09-26,1,0.010405745
574,2018-09-27,1,0.016475538
575,2018-09-28,1,0.0076241433
576,2018-09-29,1,0.0037094194
577,2018-09-30,1,0.005195462
578,2018-10-01,1,0.022610262
579,2018-10-02,1,0.018941328
580,2018-10-03,1,0.012232507
581,2018-10-04,1,0.045610588
582,2018-10-05,1,0.05357272
583,2018-10-06,1,0.0088868225
584,2018-10-07,1,0.010460562
585,2018-10-08,1,0.013758371
586,2018-10-09,1,0.010087562
587,2018-10-10,1,0.005628884
588,2018-10-11,1,0.008524925
589,2018-10-12,1,0.010046303
590,2018-10-13,1,0.01406528
591,2018-10-14,1,0.010985205
592,2018-10-15,1,0.00030834667
593,2018-10-16,1,0.017385507
594,2018-10-17,1,0.01006623
595,2018-10-18,1,0.003831905
596,2018-10-19,1,0.0008345043
597,2018-10-20,1,0.0
598,2018-10-21,1,0.0
599,2018-10-22,1,0.014441986
600,2018-10-23,1,0.0
601,2018-10-24,1,0.006539361
602,2018-10-25,1,0.0031529493
603,2018-10-26,1,0.0001220789
604,2018-10-27,1,0.023449635
605,2018-10-28,1,0.18646407
606,2018-10-29,1,0.26637644
607,2018-10-30,1,0.23633547
608,2018-10-31,1,0.32840464
609,2018-11-01,1,0.26348323
610,2018-11-02,1,0.31785226
611,2018-11-03,1,0.3235592
612,2018-11-04,1,0.33016127
613,2018-11-05,1,0.29368526
614,2018-11-06,1,0.31991974
615,2018-11-07,1,0.3170154
616,2018-11-08,1,0.32890403
617,2018-11-09,1,0.32852077
618,2018-11-10,1,0.29947603
619,2018-11-11,1,0.3289137
620,2018-11-12,1,0.3334833
621,2018-11-13,1,0.31429914
622,2018-11-14,1,0.31334713
623,2018-11-15,1,0.32237118
624,2018-11-16,1,0.31979275
625,2018-11-17,1,0.32654047
626,2018-11-18,1,0.3417973
627,2018-11-19,1,0.4004931
628,2018-11-20,1,0.47004095
629,2018-11-21,1,0.37893194
630,2018-11-22,1,0.35687098
631,2018-11-23,1,0.33011454
632,2018-11-24,1,0.37542406
633,2018-11-25,1,0.35082448
634,2018-11-26,1,0.34722668
635,2018-11-27,1,0.35677224
636,2018-11-28,1,0.36615235
637,2018-11-29,1,0.35597596
638,2018-11-30,1,0.3505825
639,2018-12-01,1,0.36501548
640,2018-12-02,1,0.36524135
641,2018-12-03,1,0.35920656
642,2018-12-04,1,0.36645538
643,2018-12-05,1,0.38877356
644,2018-12-06,1,0.36099306
645,2018-12-07,1,0.36116678
646,2018-12-08,1,0.3745469
647,2018-12-09,1,0.36705574
648,2018-12-10,1,0.40319034
649,2018-12-11,1,0.39869285
650,2018-12-12,1,0.40795806
651,2018-12-13,1,0.41378972
652,2018-12-14,1,0.41634244
653,2018-12-15,1,0.4111666
654,2018-12-16,1,0.439803
655,2018-12-17,1,0.49299908
656,2018-12-18,1,0.4313105
657,2018-12-19,1,0.40486354
658,2018-12-20,1,0.4671446
659,2018-12-21,1,0.3931797
660,2018-12-22,1,0.39974394
661,2018-12-23,1,0.39459053
662,2018-12-24,1,0.39234906
663,2018-12-25,1,0.39327332
664,2018-12-26,1,0.4117139
665,2018-12-27,1,0.4134425
666,2018-12-28,1,0.4022406
667,2018-12-29,1,0.43490636
668,2018-12-30,1,0.43629628
669,2018-12-31,1,0.41629842
670,2019-01-01,1,0.29021737
671,2019-01-02,1,0.26161996
672,2019-01-03,1,0.20888135
673,2019-01-04,1,0.21204239
674,2019-01-05,1,0.21737902
675,2019-01-06,1,0.29031846
676,2019-01-07,1,0.24373223
677,2019-01-08,1,0.22135967
678,2019-01-09,1,0.3718877
679,2019-01-10,1,0.38386652
680,2019-01-11,1,0.3495855
681,2019-01-12,1,0.25089866
682,2019-01-13,1,0.22884825
683,2019-01-14,1,0.23417212
684,2019-01-15,1,0.34840107
685,2019-01-16,1,0.36975408
686,2019-01-17,1,0.33112636
687,2019-01-18,1,0.33427086
688,2019-01-19,1,0.38435346
689,2019-01-20,1,0.37940446
690,2019-01-21,1,0.34715834
691,2019-01-22,1,0.34349146
692,2019-01-23,1,0.35351026
693,2019-01-24,1,0.37840137
694,2019-01-25,1,0.3388187
695,2019-01-26,1,0.34496602
696,2019-01-27,1,0.4002359
697,2019-01-28,1,0.48715973
698,2019-01-29,1,0.3341134
699,2019-01-30,1,0.26550645
700,2019-01-31,1,0.27809715
701,2019-02-01,1,0.48844576
702,2019-02-02,1,1.25512
703,2019-02-03,1,1.1588253
704,2019-02-04,1,0.5311059
705,2019-02-05,1,0.5092737
706,2019-02-06,1,0.48567364
707,2019-02-07,1,0.4890501
708,2019-02-08,1,0.4515631
709,2019-02-09,1,0.53936076
710,2019-02-10,1,0.5138844
711,2019-02-11,1,0.5291394
712,2019-02-12,1,0.52013993
713,2019-02-13,1,0.5216229
714,2019-02-14,1,0.46425843
715,2019-02-15,1,0.46417722
716,2019-02-16,1,0.45868438
717,2019-02-17,1,0.47313565
718,2019-02-18,1,0.47570822
719,2019-02-19,1,0.41929868
720,2019-02-20,1,0.46907198
721,2019-02-21,1,0.45990276
722,2019-02-22,1,0.4564398
723,2019-02-23,1,0.5129202
724,2019-02-24,1,0.5249732
725,2019-02-25,1,0.44319206
726,2019-02-26,1,0.44419277
727,2019-02-27,1,0.39104706
728,2019-02-28,1,0.4294809
729,2019-03-01,1,0.42017898
730,2019-03-02,1,0.4244002
731,2019-03-03,1,0.4534883
732,2019-03-04,1,0.44567457
733,2019-03-05,1,0.45908275
734,2019-03-06,1,0.4408236
735,2019-03-07,1,0.39692348
736,2019-03-08,1,0.43511087
737,2019-03-09,1,0.45022368
738,2019-03-10,1,0.4037035
739,2019-03-11,1,0.43691447
740,2019-03-12,1,0.5092625
741,2019-03-13,1,0.48488483
742,2019-03-14,1,0.46492738
743,2019-03-15,1,0.4257191
744,2019-03-16,1,0.46480432
745,2019-03-17,1,0.41996586
746,2019-03-18,1,0.4093429
747,2019-03-19,1,0.4935067
748,2019-03-20,1,0.51591736
749,2019-03-21,1,0.48760223
750,2019-03-22,1,0.43346795
751,2019-03-23,1,0.44344074
752,2019-03-24,1,0.44457188
753,2019-03-25,1,0.43262294
754,2019-03-26,1,0.47700006
755,2019-03-27,1,0.46328944
756,2019-03-28,1,0.4372472
757,2019-03-29,1,0.43250585
758,2019-03-30,1,0.44979817
759,2019-03-31,1,0.45850974
760,2019-04-01,1,0.4148189
761,2019-04-02,1,0.42035776
762,2019-04-03,1,0.4109013
763,2019-04-04,1,0.94445604
764,2019-04-05,1,1.1008584
765,2019-04-06,1,1.0269991
766,2019-04-07,1,0.5941445
767,2019-04-08,1,0.4591789
768,2019-04-09,1,0.44505662
769,2019-04-10,1,0.4622471
770,2019-04-11,1,0.43444937
771,2019-04-12,1,0.44720566
772,2019-04-13,1,0.43453813
773,2019-04-14,1,0.4339695
774,2019-04-15,1,0.4569285
